;full_text;created_at;retweet_count;favorite_count;retweeted
1572;"We’ve invested in @FeedKind &amp; its cutting edge technology that makes animal feeds from natural gas. BP Ventures helping to create new #energy solutions for a lower-carbon future:";Thu Jun 27 12:49:27 +0000 2019;42;779;False
1571;"Why we need a ‘rapid, orderly’ transition to low carbon future &amp; ‘vital role’ oil &amp; gas companies have in that transition. Read Helge Lund’s 1st major interview as #BP chairman here: https://t.co/dLa7YNfRE5";Thu Jun 27 16:19:02 +0000 2019;7;17;False
1570;@Fran_Maclean1 Hi Fran. Please call our Customer Careline Team on 0800402402. Thanks ^AW;Fri Jun 28 08:40:37 +0000 2019;0;0;False
1569;"#BP CEO Bob Dudley meets HRH Prince Harry @ChathamHouse at an event in support of @TheHALOTrust &amp; its mine-clearing work in #Angola: https://t.co/CbKhefR6kz https://t.co/B8ZOQza87s";Fri Jun 28 08:42:59 +0000 2019;40;149;False
1568;@LindaMaryWoods Hi Linda. The rules around phones have changed slightly - you can now use them from inside a closed, stationary vehicle, however you still can't use them on the forecourt themselves. We've passed it on to our team who will look into it and be in touch. Thanks ^AW;Fri Jun 28 12:27:18 +0000 2019;0;0;False
1567;"A novel solution to help get the world onto a sustainable path. Bob Dudley discusses our work with @Feedkind, one of the innovative &amp; exciting ways we are making a difference";Fri Jun 28 12:28:45 +0000 2019;10;12;False
1566;Standing tall! The acid gas stripper column in the Tangguh Train 3 project is now erected! #TangguhLNG #Indonesia https://t.co/UepFxpdSPg;Sat Jun 29 07:22:00 +0000 2019;15;42;False
1565;@Twinsare7 @LoveIsland @carolineflack1 Hope you got what you needed and made it back in time!;Sat Jun 29 09:18:15 +0000 2019;0;1;False
1564;RT @CounsellorGLOS: Went to ⁦⁦@HonitonTown⁩ ⁦@BP_plc⁩ for refill #waronplastic tonight expecting the worst, but instead the lovely Angela s…;Sat Jun 29 09:32:14 +0000 2019;1;0;False
1563;@benty1969 Hi Benty. Sorry you had trouble with your card. Please email our support team at bpmerewards@bp.com and they'll take a look into it for you. Thanks ^AW;Sat Jun 29 11:19:18 +0000 2019;0;0;False
1562;@jaffa_13 Hi there. The app needs to locate you on the forecourt in order to unlock the pump that you're next to, so you can fill up. To do that it needs your location services to be active.  Hope that helps. Thanks ^AW;Sat Jun 29 11:21:35 +0000 2019;0;0;False
1561;2018 was a huge year for #gas, as demand grew by over 5% - one of the strongest growth rates in over 30 years! Watch our chief economist Spencer Dale discuss the findings from the #BPStats review: https://t.co/nDmDzV0l8s https://t.co/3d4TGKOWTj;Sat Jun 29 14:59:42 +0000 2019;2;14;False
1560;".@LightsourceBP's 6.3-megawatt floating solar farm sits on the surface of the Queen Elizabeth II reservoir in the #UK, supplying power to a nearby water treatment centre that provides clean drinking water to 10 million people in #London &amp; beyond. We see #PossibilitiesEverywhere https://t.co/5XXGOa0y9q";Sun Jun 30 09:12:19 +0000 2019;17;45;False
1559;"How #BP Ventures is searching for ""strategic, scalable, deployable &amp; profitable"" solutions to address the dual challenge, via @Forbes: 
https://t.co/4yvoFjGZOE";Mon Jul 01 07:22:12 +0000 2019;5;17;False
1558;"The world needs much more energy, but also far fewer emissions.
🎥 Watch as we explain in under 3 minutes why the #dualchallenge is one of the world's biggest issues of our time. Full video: https://t.co/YoFDbzkCIq https://t.co/b0gPMdbN4r";Mon Jul 01 08:30:00 +0000 2019;4;7;False
1557;"@AnnieHailey8 @FeedKind Hi Annie, natural gas provides an abundant &amp; reliable source of energy. It is the lowest carbon fossil fuel &amp; burns about 50% of the CO2 of coal per unit of power. It is also the cleanest burning fossil fuel with significant air quality benefits relative to coal";Mon Jul 01 10:16:45 +0000 2019;0;0;False
1556;"@shoot2scoot @FeedKind Hi Chris, natural gas is the lowest carbon fossil fuel &amp; burns about 50% of the CO2 of coal per unit of power &amp; is the smart partner to renewables https://t.co/CF1g31IEV1";Mon Jul 01 10:19:34 +0000 2019;0;0;False
1555;"@OldStreetJoe @FeedKind Hi Joe, we disagree with both the basis &amp; conclusions of this report. BP’s position on climate change &amp;the energy transition is public, clear, and consistent. We are committed to helping to solve the dual challenge of providing more energy with fewer emissions";Mon Jul 01 10:22:12 +0000 2019;0;0;False
1554;@primrose4 @FeedKind Hi Anthony, have a look at https://t.co/BIqLRPRSUG to see some of the work we are doing to help play our part in tackling the dual challenge;Mon Jul 01 10:24:50 +0000 2019;0;0;False
1553;"@UPlantATree @FeedKind Hi, thanks for your comment. Have a look at https://t.co/BIqLRPRSUG to see some of our work in solar (@LightsourceBP), wind, &amp; much more! Also check out https://t.co/2WwEZxnTFe to see our work in the transport sector";Mon Jul 01 10:27:14 +0000 2019;0;0;False
1552;"@OldStreetJoe @FeedKind Hi again Joe, we  are committed to playing our part to reduce emissions &amp; help the world transition to a low carbon future. Our strategy includes a framework for reducing emissions in our operations, improving our products, &amp; creating low carbon businesses";Mon Jul 01 10:31:35 +0000 2019;0;0;False
1551;@OldStreetJoe @FeedKind This is our Advancing Low Carbon accreditation programme - https://t.co/AZsLiot2sP - it is designed to encourage every part of BP to pursue lower carbon opportunities;Mon Jul 01 10:32:32 +0000 2019;0;0;False
1550;"@OldStreetJoe On your second point -  other sources of energy (like oil &amp; gas) will be necessary to meet growing global demand. What we’re doing is looking to make energy cleaner, better &amp; lower carbon";Mon Jul 01 10:33:03 +0000 2019;0;0;False
1549;"@_h0lsey_ @FeedKind Hi Holly, our portfolio spans an array of activities - solar, wind, biofuels, oil &amp; gas. All forms of energy need to be cleaner &amp; better to tackle the dual challenge. Please visit https://t.co/BIqLRPRSUG to learn more";Mon Jul 01 10:35:17 +0000 2019;0;0;False
1548;RT @KosmosEnergy: We have discovered more high-quality gas resources in the Albian reservoir, further expanding the Greater Tortue Ahmeyim-…;Mon Jul 01 11:53:40 +0000 2019;13;0;False
1547;"@stevearkwright @shoot2scoot @FeedKind Hi Steve, our portfolio spans an array of sectors, including solar @LightsourceBP, wind &amp; biofuels. All forms of energy need to be cleaner and better to help tackle the dual challenge";Mon Jul 01 13:26:51 +0000 2019;0;0;False
1546;"Why is it important that BP backs the annual Portrait Award?

Find out from past &amp; present winners as they tell us about the competition and its transformative impact on their careers ➡️ https://t.co/e1S1Q6uyS1 https://t.co/QKlQOUfkQe";Tue Jul 02 08:42:08 +0000 2019;2;6;False
1545;@end_fossils2030 Hi Danilo, the world needs more energy to continue to grow and prosper. Other sources of energy, like natural gas, which burns 50% cleaner than coal in power generation, will be needed to meet this growing demand.;Tue Jul 02 09:48:43 +0000 2019;0;0;False
1544;#NAME?;Tue Jul 02 09:48:48 +0000 2019;0;0;False
1543;"@croatinmuffler @FeedKind Hi Sean, natural gas is an abundant &amp; cheap source of carbon. If we can use it as a plentiful &amp; reliable raw material to produce food, it reduces damaging pressure on our land &amp; oceans.";Tue Jul 02 09:52:46 +0000 2019;0;1;False
1542;@killernat1234_ @FeedKind Hi there, Calysta has developed a gas fermentation process, which uses a naturally occurring bacteria to convert methane into protein feed and chemicals.;Tue Jul 02 09:55:01 +0000 2019;0;0;False
1541;We’re predicting a bright future for #solar. At BP, we see possibilities in this fast-growing energy source, including our work with @LightsourceBP ☀️☀️#PossibilitiesEverywhere https://t.co/3z6HDD9NdF;Tue Jul 02 09:58:42 +0000 2019;5;10;False
1540;RT @BP_Careers: 🌈 #PrideMonth might have ended but we are just kicking off our #PrideWeek in the Sunbury office as we get ready for #London…;Tue Jul 02 14:12:50 +0000 2019;4;0;False
1539;"@Socialism4Jobs Hi Alan, FeedKind is supported by 10 years of safety studies. It is on the EU registry as an approved animal feed ingredient alongside things like fishmeal, grain,&amp; soybeans. As a product approved for use in animal feeds by the EU there are no risks to consumers.";Tue Jul 02 14:20:05 +0000 2019;0;1;False
1538;"@AndrewSimms_uk (1/3). Hi Andrew, #BP is taking real action today, to reduce emissions, improve our products &amp; create low carbon businesses. We reduced our operational GHG emissions by 1.7m tonnes of CO2-equivalent last year.";Tue Jul 02 20:25:19 +0000 2019;0;0;False
1537;@AndrewSimms_uk (2/3) Check out our progress here: https://t.co/LtS9uCNeQT;Tue Jul 02 20:25:43 +0000 2019;0;0;False
1536;"@AndrewSimms_uk (3/3) Our commitment to advancing a low carbon future is energising our 73,000 employees to take even more action – and we’ve got much more to come over the next months &amp; years.";Tue Jul 02 20:26:13 +0000 2019;0;0;False
1535;@Maggiesghirl Sorry for the slow reply Alice. We're really sorry to hear this. We've passed it on to our Customer Careline Team who will look into it and be in touch. You can also contact them at careline@bp.com or 0800402402 if you'd like to speak to them directly. Thanks ^AW;Wed Jul 03 08:12:27 +0000 2019;0;0;False
1534;#AirBP ✈️ is proud to be part of  @SustAviation, working together to see how the airline industry can deliver a sustainable future and meet growing passenger demand. https://t.co/Ko4rI3lZ7E;Wed Jul 03 13:51:57 +0000 2019;3;9;False
1533;@cmmarysz Thank you for letting us know about your experience. Retail gasoline prices are a reflection of the current function of supply and demand and are ultimately set by the individual retail sites, which are independently owned and operated. (1/2);Wed Jul 03 14:46:15 +0000 2019;0;0;False
1532;@cmmarysz Consumers should not tolerate price gouging. We urge consumers to report evidence of suspected price gouging at any local retail sites to the office of your state’s attorney general. (2/2);Wed Jul 03 14:46:34 +0000 2019;0;0;False
1531;@hughmainwaring Hi Hugh, apologies for the delay - we have an answer from Spencer for you 😀It is certainly possible that so called vehicle-to-grid (V2G), in which EVs discharge power to the grid at times of peak demand, could increase over time.;Wed Jul 03 14:54:35 +0000 2019;0;1;False
1530;@hughmainwaring The main consensus in the industry currently is that V2G is not likely to be significant in the near term, this reflects both the need for greater infrastructure and current costs, particularly in terms of battery degradation if batteries are discharged and recharged far more -;Wed Jul 03 14:54:53 +0000 2019;0;1;False
1529;#NAME?;Wed Jul 03 14:55:10 +0000 2019;0;1;False
1528;"@mltruglio21 @algore Hi Lisa, over the coming years, hundreds of millions of people around the world will lift themselves out of poverty, making the demand for energy &amp; demand on our planet greater than ever. Various forms of energy, including oil &amp; gas, will be necessary to meet this growing demand";Wed Jul 03 16:08:56 +0000 2019;0;0;False
1527;"@mltruglio21 @algore What we're doing is making all forms of energy cleaner &amp; better. Have a look at https://t.co/NIh3hEHrOC to see what we're doing";Wed Jul 03 16:09:31 +0000 2019;0;0;False
1526;@PostMahomes While there may be other retailers that use green nozzles for diesel fuel, there is no industry-wide regulation specifying the color of the diesel dispenser nozzle. As a result, nozzle colors will vary across retail sites.;Wed Jul 03 19:16:30 +0000 2019;0;0;False
1525;"We’ve hooked up with tech company Calysta that makes fish food from #naturalgas. It’s another great example of how we are investing in new #energy solutions that create #morefromless

Sound fishy?🐟Follow the thread for 5 quick facts about @FeedKind &amp; the benefits of this tech⬇️ https://t.co/ZLFgzte22I";Thu Jul 04 09:44:03 +0000 2019;6;10;False
1524;"1⃣@FeedKind can help address global food security

➡️Demand for protein-based animal feed is expected to rise by up to 70% by 2050 - The world’s land and oceans simply can’t fulfil this demand without innovative solutions that secure the population’s need to eat";Thu Jul 04 09:44:04 +0000 2019;0;0;False
1523;"2⃣Calysta has developed a gas fermentation process, which uses a naturally occurring bacteria to convert methane into protein feed &amp; chemicals https://t.co/RGm8GavDOu";Thu Jul 04 09:44:04 +0000 2019;0;1;False
1522;"3⃣Wait what? 🤔

➡️The process is similar to making yeast for bread. A naturally occurring bacteria is grown in a proprietary fermenter using methane as its carbon &amp; energy source - this creates a single cell protein that will be harvested &amp; dried prior to being pelletised https://t.co/PXMQ589vdD";Thu Jul 04 09:44:05 +0000 2019;0;1;False
1521;"4⃣FeedKind production has no impact on agricultural land and uses little water

➡️ According to a 2016 study by the Carbon Trust https://t.co/m2LwaN51oA";Thu Jul 04 09:44:05 +0000 2019;0;0;False
1520;5⃣Calysta aims to make its @Feedkind® protein animal feeds on an industrial scale with plans to build plants capable of producing up to 1m tonnes of FeedKind;Thu Jul 04 09:44:05 +0000 2019;0;1;False
1519;"Curious for more info? Watch the video⬇️ &amp; click through to hear from Senior Principal for BP Ventures in the US, David Haye https://t.co/b6WvjnCKQB https://t.co/7ZbGeV7blX";Thu Jul 04 09:46:45 +0000 2019;1;3;False
1518;@geeday  Hi, Thank you for bringing this to our attention. I would be happy to look into this and if you wish to receive some feedback please kindly provide us your email address, so we can contact you afterwards. Your case ref 1-7961680541  Kind regards Careline Team;Thu Jul 04 10:28:20 +0000 2019;0;0;False
1517;"👏 We're proud to be working with @BPChargemaster to bring electrification to our customers &amp; support #EV adoption ⚡🚗 https://t.co/hwba0Jzr7F";Thu Jul 04 10:54:25 +0000 2019;6;27;False
1516;"Great look at the dual challenge of meeting growing demand for energy &amp; reducing emissions by @JDefteriosCNN &amp; @cnni, highlighting #India’s critical role in the global energy transition. https://t.co/V0KDFTRSi0";Thu Jul 04 11:01:21 +0000 2019;1;4;False
1515;"@Danriley93 Hi Daniel, we're sorry to hear you've had a bad experience. Please can you let us know which forecourt you visited so we can try and fix this for you? 
Thanks ^FH";Thu Jul 04 11:13:09 +0000 2019;0;0;False
1514;.@LightsourceBP makes strides in Brazil 🇧🇷 with major #solar acquisition, further strengthening its current global capacity ☀️;Thu Jul 04 13:00:01 +0000 2019;1;8;False
1513;@Ciquah Hi Jessica, our portfolio spans an array of areas including wind, solar (@LightsourceBP), biofuels and much more! Have a look at https://t.co/RcadRbsXXj to see some of our other low carbon investments;Thu Jul 04 15:01:00 +0000 2019;0;1;False
1512;"@KatieCritchlow @NickSpooner8 @markets Hi Katie, (1/3) #BP is taking real action today, to reduce emissions, improve our products &amp; create low carbon businesses. We reduced our operational GHG emissions by 1.7m tonnes of CO2-equivalent last year.";Thu Jul 04 15:06:12 +0000 2019;0;0;False
1511;@KatieCritchlow @NickSpooner8 @markets (2/3) Check out our progress here: https://t.co/LtS9uCNeQT;Thu Jul 04 15:06:22 +0000 2019;0;0;False
1510;"@KatieCritchlow @NickSpooner8 @markets (3/3) Our commitment to advancing a low carbon future is energising our 73,000 employees to take even more action – and we’ve got much more to come over the next months &amp; years.";Thu Jul 04 15:06:35 +0000 2019;0;0;False
1509;@ChMehranAli5 Thanks for your interest! Please visit https://t.co/RoaKIErXtm for current vacancies and to apply;Fri Jul 05 07:34:45 +0000 2019;0;0;False
1508;@MEllisPhotograp Our friends at @marksandspencer should be able to help with this enquiry!;Fri Jul 05 07:40:47 +0000 2019;1;1;False
1507;"@opulz Hi Sue, we're sorry to hear you and your son have had a bad experience. 
Please can you let us know where this happened so we can feed it back to the relevant team? Thanks ^FH";Fri Jul 05 07:59:36 +0000 2019;0;0;False
1506;@fionawhytepics Hi Fiona, we're really sorry to hear you've had a bad experience. Thank you for letting us know so we have the chance to fix it. We'll feed this back to the team but if you would like to speak to someone else please contact careline@bp.com. Thanks ^FH;Fri Jul 05 08:04:06 +0000 2019;0;1;False
1505;Take a look at the tranformative impact of the Portrait Award on artists' careers as we mark 30 years of support ➡️ https://t.co/e1S1Q6uyS1 https://t.co/PldBuvdD5g;Fri Jul 05 08:56:04 +0000 2019;1;4;False
1504;To meet the world's energy challenges we need our people to bring their whole selves to work. That's why being inclusive is at the heart of how we operate. #Pride2019 #Pride https://t.co/alfuMsWECr https://t.co/MMQm840yDr;Fri Jul 05 11:00:07 +0000 2019;7;104;False
1503;"@OldStreetJoe Hi Joe, have a look at our latest Energy Outlook which explores the forces shaping the global energy transition out to 2040 &amp; our latest Stats Review of World Energy 
EO: https://t.co/44n8QaFs7G
SR: https://t.co/44n8QaFs7G";Fri Jul 05 12:06:49 +0000 2019;0;0;False
1502;RT @FeedKind: Read why David Hayes of BP Ventures, @bp_plc is excited about the Calysta partnership.;Fri Jul 05 12:07:24 +0000 2019;3;0;False
1501;RT @JDefteriosCNN: #OOTT A pleasure to take an editorial deep dive on the energy transition. #Oil https://t.co/yeTGaM98qZ;Fri Jul 05 14:20:07 +0000 2019;3;0;False
1500;"Why is it important that BP backs the annual Portrait Award?

Find out from past &amp; present winners as they tell us about the competition and its transformative impact on their careers ➡️ https://t.co/e1S1Q6cY0t https://t.co/qyUVVxuKCU";Fri Jul 05 15:28:17 +0000 2019;2;11;False
1499;"From Brazil 🇧🇷 to the USA 🇺🇸, Aberdeen 🇬🇧 to Budapest 🇭🇺, we’re proud to be a business where everyone can be themselves #Pride

➡️ Follow us on Instagram for live updates from today's events at #LondonPride: https://t.co/T4rLij0WYv https://t.co/6VbpHSgk1o";Sat Jul 06 08:13:08 +0000 2019;3;19;False
1498;@tracheotomy_bob Hi Richard, thanks for your message. Yes, if you don't want to carry around your card, you can use the app instead! Thanks ^FH;Sat Jul 06 13:26:23 +0000 2019;0;0;False
1497;"👏 It’s been a busy week for @LightsourceBP! 

✅ Opened a new 2.29MWp #solar installation to power NSG Group’s European Technical Centre in the #UK 🇬🇧 
✅ Announced a major talent &amp; solar acquisition in Brazil 🇧🇷 https://t.co/PDb45L64FN";Sun Jul 07 12:41:38 +0000 2019;5;19;False
1496;@hajrah_x Hi - we're sorry to hear you're having trouble. Please contact BPmeRewards@bp.com or call 0800 402402 and they will be able to help you out! Thanks, ^ED;Sun Jul 07 21:06:52 +0000 2019;0;0;False
1495;RT @algore: Encouraging statement from @BP_plc acknowledging the risk of stranded assets as the market increasingly favors renewable source…;Mon Jul 08 06:17:52 +0000 2019;230;0;False
1494;"What’s the next big thing in #renewable energy? Anya Hoff is answering this question &amp; more in her role within BP's Alternative Energy business";Mon Jul 08 08:00:00 +0000 2019;7;10;False
1493;@bint_taufiq Hi there - really sorry you had this experience. We've flagged to our customer service team at Careline who will be in touch to help. Thank you for letting us know ^ED;Mon Jul 08 08:20:44 +0000 2019;0;0;False
1492;@JayeKane Hi Jaye - thanks for letting us know. We've flagged to our teams and will work to get this sorted. ^ED;Mon Jul 08 08:23:33 +0000 2019;0;0;False
1491;@jimbohare30 Hi James -  Sorry you can't see your points. Please check online here:  https://t.co/0mgl2XkS7i   and if you still can't see them, drop our support team a quick email at bpmerewards@bp.com Thanks ^ED;Mon Jul 08 08:32:07 +0000 2019;0;0;False
1490;@hajrah_x Hi Hajrah - . Sorry you're having trouble registering. Please drop our support team a quick email at bpmerewards@bp.com Thanks ^ED;Mon Jul 08 08:32:55 +0000 2019;0;0;False
1489;"RT @BP_plc: A year ago today we set out our commitment to a low carbon future. 

⬇️Take a look at this thread to see some of the progress w…";Mon Jul 08 09:41:21 +0000 2019;8;0;False
1488;"@Rustingtongull @ChrisGPackham Hi Janet, we are committed to playing our part to reduce emissions &amp; help the world transition to a low carbon future. Please visit https://t.co/NIh3hEHrOC to learn more about what we're doing to make all types of energy cleaner &amp; better";Mon Jul 08 12:37:56 +0000 2019;0;0;False
1487;How grass could help @LightsourceBP get more out of #solar. At BP, we see #PossibilitiesEverywhere in this fast-growing energy source ☀️ https://t.co/ySsT0FKRO6;Mon Jul 08 14:03:08 +0000 2019;5;16;False
1486;@eedhff Hi David. Sorry you've been having some trouble. You can log into  https://t.co/0mgl2XkS7i  and add the card to your account. Alternatively, you can call our team on  0800 402402  who will be able to do this for you. Thank you ^ED;Mon Jul 08 14:21:59 +0000 2019;0;0;False
1485;@eedhff Hi David, we're really sorry you're having so much trouble. We've passed this inquiry directly onto our team and someone will get in touch with you as soon as possible. Thanks ^FH;Mon Jul 08 16:11:13 +0000 2019;0;0;False
1484;@SCMcCarville We're very sorry to hear about this experience, Sarah. We'd appreciate if you could reach out to us at bpconsumer@bp.com or 1-800-333-3991 with any additional details you have, including the site's full address: https://t.co/XIZ5Xd5Ji5;Mon Jul 08 18:52:36 +0000 2019;0;0;False
1483;RT @BP_UK: Revolution is in the air in the #RoyalOpera’s beautiful production of Mozart's great comic opera, the #MarriageOfFigaro. Colourf…;Tue Jul 09 06:04:37 +0000 2019;1;0;False
1482;🛩️Flying high above our world-class Technology Centre in #Pangbourne – the birthplace of products that have met the changing needs of cars worldwide for more than 40 years  https://t.co/2WwEZx6igE https://t.co/BFU3VgIHDx;Tue Jul 09 08:06:20 +0000 2019;1;10;False
1481;@Squire_Johnson Hi Mark, thanks for your message. We review our prices to ensure we stay competitive in the market. There's some info here on how fuel prices are set, not just at BP, but across the UK, which might help: https://t.co/k2A9oJdpmm Thanks ^FH;Tue Jul 09 09:19:09 +0000 2019;0;0;False
1480;@Cameramal Hi Malik, we're really sorry to hear you've had a bad experience, thank you for letting us know.  We've passed this on to the team but if you would like to speak to someone further please get in touch at careline@bp.com or call 0800 402402. Thanks ^FH;Tue Jul 09 09:26:44 +0000 2019;0;1;False
1479;#PossibilitiesEverywhere to try to solve the dual challenge. @LightsourceBP looks for shiny grass to help make the most of new double-sided #solar panels;Tue Jul 09 14:30:00 +0000 2019;3;15;False
1478;"@EmmaMarze Hi Emma, our portfolio spans are array of areas, including solar (@LightsourceBP), wind, biofuels &amp; more! Have a look at https://t.co/NIh3hEHrOC to see what else we're doing to make all types of energy cleaner &amp; better";Tue Jul 09 14:36:14 +0000 2019;0;0;False
1477;@_GarethG Hi Gareth, we're sorry to hear your coffee wasn't up to scratch. Please could you let us know where your local is so we can feed this back to the team? Thanks ^KP;Wed Jul 10 08:14:11 +0000 2019;0;0;False
1476;@Davieboygaming Hi David, BP’s pricing is based on a number of factors such as location of the site, its facilities and competition which means prices can vary. We also supply a dealer network who can independently set their own pump prices. Hope this helps! ^KP;Wed Jul 10 08:19:57 +0000 2019;0;0;False
1475;"✈️ As the official fuel &amp; carbon reduction partner of the @Redbullairrace, #AirBP is making strides to improve the environment without compromising performance https://t.co/XSGi2gZwqx";Wed Jul 10 08:41:39 +0000 2019;2;7;False
1474;"@WelshBrendan2 Hi Brendan, BP’s position on climate change &amp; the energy transition is public, clear, &amp; consistent. We are committed to helping to solve the dual challenge of providing more energy with fewer emissions, playing our part in the transition to a low carbon future.";Wed Jul 10 08:45:12 +0000 2019;0;0;False
1473;@wgccap2012 Hi Ian, we're sorry to you've had a bad experience. We're chasing on this for you and someone will be in touch shortly. Thanks ^KP;Wed Jul 10 09:58:10 +0000 2019;0;0;False
1472;🐟 BP Ventures is helping to create new #energy solutions for a lower-carbon future. Get the inside story on its latest investment, in a start-up that turns natural gas into fish food: https://t.co/b6WvjnUlI9 https://t.co/9aLHdMiTbi;Wed Jul 10 10:29:42 +0000 2019;1;13;False
1471;@_GarethG thanks Gareth! ^KP;Wed Jul 10 12:08:53 +0000 2019;0;0;False
1470;@AVickyBurke we're glad you enjoyed it Vicky! Happy holidays! ^KP;Wed Jul 10 14:12:54 +0000 2019;0;1;False
1469;Bob Dudley set out the important role that energy majors like #BP have to play in getting to a net-zero emissions world during a speech @ChathamHouse tonight. #chevents https://t.co/habwLmD7YS;Wed Jul 10 19:02:31 +0000 2019;11;23;False
1468;"He said: ‘Because of our technical capabilities, financial resources &amp; global reach, we’re not just part of the future, we’re an important part of the solution.’ #chevents https://t.co/9k0XMbSAVB";Wed Jul 10 19:02:33 +0000 2019;2;7;False
1467;Read his speech in full here: https://t.co/ksLBPZume1 #chevents;Wed Jul 10 19:02:34 +0000 2019;2;5;False
1466;"RT @MorrellGeoff: BP Chief Exec Bob Dudley tells @ChathamHouse that company &amp; climate activists agree on more than many realize. World is n…";Thu Jul 11 07:02:02 +0000 2019;4;0;False
1465;"Bob Dudley spoke with @EvanHD @ChathamHouse last night about #BP’s future &amp; our role in solving the #dualchallenge of increasing demands for energy and the need for a dramatic reduction in emissions

⬇️Read what he in the thread below⬇️";Thu Jul 11 08:26:03 +0000 2019;2;8;False
1464;Like our critics, BP believes the world is not on a sustainable path. Like our critics, we also support a rapid transition to a lower carbon future;Thu Jul 11 08:26:03 +0000 2019;2;0;False
1463;"If dithering &amp; delay today lead to an abrupt, precipitous course-correction tomorrow, that could be highly disruptive for business &amp; the world economy. So, we need to get on with it";Thu Jul 11 08:26:03 +0000 2019;1;0;False
1462;BP also agrees with its critics on the need for the world to move to net zero emissions. BP applauds the UK government’s ambition to reach net zero even sooner, by mid-century;Thu Jul 11 08:26:04 +0000 2019;1;0;False
1461;"Here’s one more area where there’s a high level of agreement - the necessary components for a net-zero world: Zero-carbon power keeping us warm &amp; the lights on…provided largely by renewables &amp; supported by decarbonized gas including the use of carbon capture use &amp; storage (CCUS)";Thu Jul 11 08:26:04 +0000 2019;0;1;False
1460;Streets humming with electric and hydrogen-powered cars and the skies and seas being navigated by planes and ships powered by biofuels and hydrogen;Thu Jul 11 08:26:04 +0000 2019;0;0;False
1459;It’s a world where people and businesses will have moved away from a throw-away culture and are embracing the circular economy…Where we harness nature’s power to reduce emissions – through planting trees and nurturing peatlands;Thu Jul 11 08:26:04 +0000 2019;1;5;False
1458;Read his speech in full here: https://t.co/ksLBPZume1  #chevents;Thu Jul 11 08:26:05 +0000 2019;2;6;False
1457;RT @KellyGilblom: The full speech from @BP_plc CEO Bob Dudley last night at Chatham House is well worth a read. He takes aim at those tryin…;Thu Jul 11 09:12:43 +0000 2019;22;0;False
1456;@contrapuntist Thanks for reaching out to us about this, Miguel. Please contact our consumer relations team at bpconsumer@bp.com or 1-800-333-3991 to file a claim.;Thu Jul 11 16:33:15 +0000 2019;0;0;False
1455;RT @LordJohnBrowne: Always a privilege to return to my old company @BP_plc to talk #MakeThinkImagine with @hardingthehack https://t.co/MW92…;Thu Jul 11 18:25:12 +0000 2019;5;0;False
1454;"👏🎉The team behind the Shah Deniz 2 development have been awarded the @RAEngNews Major Project Award 2019 in recognition of the project’s substantial impact on society 

⬇️ Follow the thread for more about this massive feat of engineering ⬇️ https://t.co/W1TOSyI7l5";Fri Jul 12 07:12:02 +0000 2019;7;28;False
1453;"🧭Spans 3,500km
🗺️ Crosses 5 countries 🇦🇿🇬🇪🇹🇷🇬🇷🇮🇹
🤝Major onshore &amp; offshore work involving 7 governments &amp; 11 companies
🌉26 subsea wells in the Caspian Sea
🏗️ A total of 270km of gas &amp; condensate pipelines bringing gas to shore https://t.co/wTLjJzVK2M";Fri Jul 12 07:12:04 +0000 2019;4;18;False
1452;"👷‍♀️👷‍♂️With more than 10 million work hours going into design, construction &amp; start-up, the project has served as a ‘catalyst to building skills &amp; development in the region’ https://t.co/eswbOLhP1h";Fri Jul 12 07:12:04 +0000 2019;3;22;False
1451;"The project is one of the largest gas developments in the world &amp; the cornerstone of the Southern Gas Corridor project https://t.co/bi1Gx4mAVc";Fri Jul 12 07:12:06 +0000 2019;4;29;False
1450;"➡️ Visit https://t.co/bZwS9J8WBt for more information about this incredible project &amp; the impact it has had so far";Fri Jul 12 07:12:06 +0000 2019;2;13;False
1449;@JessBDavies Hi Jess, we're really sorry you've had a bad experience but thank you for bringing this to our attention. We've fed this back to our team and someone will be in touch. If you'd like to speak to someone in the meantime, please contact careline@bp.com thanks ^FH;Fri Jul 12 08:29:32 +0000 2019;0;0;False
1448;@Marcos_Melhuish Hi there, thank you for bringing this to our attention. We've fed this back to the team and someone will look into this. If you would like to speak to someone further, please get in touch at careline@bp.com or call 0800 402402. Thanks ^FH;Fri Jul 12 08:33:35 +0000 2019;0;0;False
1447;Congratulations to the team! 🎉 https://t.co/rRLpkiQIWE;Fri Jul 12 12:07:45 +0000 2019;6;14;False
1446;@LiamMurray Hi Liam, we're really sorry to hear you're having problems with the app. Please get in touch with the team at BPmeRewards@bp.com and they'll be able to help you. Thanks ^FH;Fri Jul 12 14:26:58 +0000 2019;0;0;False
1445;"RT @BP_Press: ✈️ Air BP partners with @DeltaNewsHub to supply sustainable aviation fuels &amp; carbon offsets to power Delta's first carbon-neu…";Fri Jul 12 14:40:57 +0000 2019;15;0;False
1444;@EliotBoyd2 Hi Eliot, we’re sorry to hear you’ve had a bad experience. We’d like to help. Could you tell us more? Thanks ^KP;Sat Jul 13 11:02:24 +0000 2019;0;0;False
1443;@lozza_1986 Hi Lawrence, we’re sorry to hear you’ve had a bad experience. Where are your locals? We’d like to pass this feedback on to our teams. Thanks ^KP;Sat Jul 13 11:04:01 +0000 2019;0;0;False
